Country ISO3,Country Name,Indicator Id,Indicator,Subindicator Type,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
BGR,Bulgaria,3112,High Status Successful Entrepreneurship,% of 18-64 population,,,,,,,,,,,,,,,71.51,66.9,67.98,69.31,
BGR,Bulgaria,3113,Media Attention for Entrepreneurship,% of 18-64 population,,,,,,,,,,,,,,,49.28,,,,
BGR,Bulgaria,3114,Nascent Entrepreneurship Rate,% of 18-64 population,,,,,,,,,,,,,,,1.95,,,,
BGR,Bulgaria,3115,New Business Ownership Rate,% of 18-64 population,,,,,,,,,,,,,,,1.51,,,,
BGR,Bulgaria,3116,Total early-stage Entrepreneurial Activity (TEA),% of 18-64 population,,,,,,,,,,,,,,,3.46,4.84,3.7,6,
BGR,Bulgaria,3117,Established Business Ownership Rate,% of 18-64 population,,,,,,,,,,,,,,,5.44,6.2,6.45,8.35,
BGR,Bulgaria,3118,Necessity-Driven Entrepreneurial Activity: Relative Prevalence,% of those involved in TEA,,,,,,,,,,,,,,,33.42,,,,
BGR,Bulgaria,3119,Improvement-Driven Opportunity Entrepreneurial Activity: Relative Prevalence,% of those involved in TEA,,,,,,,,,,,,,,,29,,,,
BGR,Bulgaria,3120,Total early-stage Entrepreneurial Activity for Male Working Age Population,% of male 18-64 population ,,,,,,,,,,,,,,,4.01,,,,
BGR,Bulgaria,3121,Total early-stage Entrepreneurial Activity for Female Working Age Population,% of female 18-64 population,,,,,,,,,,,,,,,2.9,,,,
BGR,Bulgaria,3122,Informal Investors Rate,% of 18-64 population,,,,,,,,,,,,,,,2.5,,,,
BGR,Bulgaria,3123,Growth Expectation early-stage Entrepreneurial Activity: Relative Prevalence,% of TEA,,,,,,,,,,,,,,,8.78,,,,
BGR,Bulgaria,3124,New Product early-stage Entrepreneurial Activity,% of TEA,,,,,,,,,,,,,,,14.45,17.5,13.39,14.89,
BGR,Bulgaria,3125,International Orientation early-stage Entrepreneurial Activity,% of TEA,,,,,,,,,,,,,,,7.93,,,,
BIH,Bosnia and Herzegovina,3106,Perceived Capabilities,% of 18-64 population,,,,,,,,68.38,56.97,62.55,48.86,49.11,50.5,47.3,,,35.49,,
BIH,Bosnia and Herzegovina,3107,Perceived Opportunities,% of 18-64 population,,,,,,,,45.59,34.98,38.25,20.53,19.57,23.26,19.59,,,13.42,,
BIH,Bosnia and Herzegovina,3108,Fear of Failure Rate,% of 18-64 population,,,,,,,,22.61,32.11,27.45,30.47,26.94,26.08,26.8,,,27.16,,
BIH,Bosnia and Herzegovina,3109,Entrepreneurial Intention,% of 18-64 population,,,,,,,,24.54,16.6,16.76,17.17,21.94,21.76,20.43,,,4.55,,
BIH,Bosnia and Herzegovina,3110,Know Startup Entrepreneur Rate,% of 18-64 population,,,,,,,,42.54,36.74,44.15,29.17,29.63,33.67,28.55,,,,,
BIH,Bosnia and Herzegovina,3111,Entrepreneurship as Desirable Career Choice,% of 18-64 population,,,,,,,,81.99,73.22,75.99,82.17,80.85,82.27,78.15,,,62.66,,
BIH,Bosnia and Herzegovina,3112,High Status Successful Entrepreneurship,% of 18-64 population,,,,,,,,67.31,57.17,62.99,71.02,72.3,71.92,69.94,,,65.64,,
BIH,Bosnia and Herzegovina,3113,Media Attention for Entrepreneurship,% of 18-64 population,,,,,,,,60.1,50.67,47.62,42.73,39.43,39.2,39.85,,,,,
BIH,Bosnia and Herzegovina,3114,Nascent Entrepreneurship Rate,% of 18-64 population,,,,,,,,6.42,3.14,4.05,5.43,4.51,5.75,4.48,,,,,
BIH,Bosnia and Herzegovina,3115,New Business Ownership Rate,% of 18-64 population,,,,,,,,2.66,1.29,4.05,2.8,3.35,4.64,2.94,,,,,
BIH,Bosnia and Herzegovina,3116,Total early-stage Entrepreneurial Activity (TEA),% of 18-64 population,,,,,,,,9.02,4.43,7.74,8.1,7.78,10.34,7.42,,,3.95,,
BIH,Bosnia and Herzegovina,3117,Established Business Ownership Rate,% of 18-64 population,,,,,,,,8.7,3.88,6.64,4.99,6,4.51,6.67,,,1.37,,
BIH,Bosnia and Herzegovina,3118,Necessity-Driven Entrepreneurial Activity: Relative Prevalence,% of those involved in TEA,,,,,,,,42.65,38.91,46.48,61.34,58.33,58.95,50.83,,,,,
BIH,Bosnia and Herzegovina,3119,Improvement-Driven Opportunity Entrepreneurial Activity: Relative Prevalence,% of those involved in TEA,,,,,,,,29.25,20.37,29.78,21.66,20.14,22.04,25.16,,,,,
BIH,Bosnia and Herzegovina,3120,Total early-stage Entrepreneurial Activity for Male Working Age Population,% of male 18-64 population ,,,,,,,,11.07,5.87,11.23,11,10.44,13.45,10.6,,,,,
BIH,Bosnia and Herzegovina,3121,Total early-stage Entrepreneurial Activity for Female Working Age Population,% of female 18-64 population,,,,,,,,6.94,2.97,4.2,5.21,5.08,7.12,4.25,,,,,
BIH,Bosnia and Herzegovina,3122,Informal Investors Rate,% of 18-64 population,,,,,,,,4.78,1.6,2.83,6.35,8.16,4.53,4.04,,,,,
BIH,Bosnia and Herzegovina,3123,Growth Expectation early-stage Entrepreneurial Activity: Relative Prevalence,% of TEA,,,,,,,,20.61,15.35,14.36,29.9,33.38,35.26,32.88,,,,,
BIH,Bosnia and Herzegovina,3124,New Product early-stage Entrepreneurial Activity,% of TEA,,,,,,,,18.44,21.54,34.21,24.11,22.96,31.08,24.45,,,10.93,,
BIH,Bosnia and Herzegovina,3125,International Orientation early-stage Entrepreneurial Activity,% of TEA,,,,,,,,29.39,25.62,17.68,19.23,25.71,20.85,17.94,,,,,
BLR,Belarus,3106,Perceived Capabilities,% of 18-64 population,,,,,,,,,,,,,,,,,,,42.34
BLR,Belarus,3107,Perceived Opportunities,% of 18-64 population,,,,,,,,,,,,,,,,,,,29.52
BLR,Belarus,3108,Fear of Failure Rate,% of 18-64 population,,,,,,,,,,,,,,,,,,,37.96
BLR,Belarus,3109,Entrepreneurial Intention,% of 18-64 population,,,,,,,,,,,,,,,,,,,6.59
BLR,Belarus,3111,Entrepreneurship as Desirable Career Choice,% of 18-64 population,,,,,,,,,,,,,,,,,,,70.3
BLR,Belarus,3112,High Status Successful Entrepreneurship,% of 18-64 population,,,,,,,,,,,,,,,,,,,69.9
BLR,Belarus,3116,Total early-stage Entrepreneurial Activity (TEA),% of 18-64 population,,,,,,,,,,,,,,,,,,,5.78
BLR,Belarus,3117,Established Business Ownership Rate,% of 18-64 population,,,,,,,,,,,,,,,,,,,2.72
BLZ,Belize,3106,Perceived Capabilities,% of 18-64 population,,,,,,,,,,,,,,69,,84.65,,,
BLZ,Belize,3107,Perceived Opportunities,% of 18-64 population,,,,,,,,,,,,,,49.55,,71.77,,,
BLZ,Belize,3108,Fear of Failure Rate,% of 18-64 population,,,,,,,,,,,,,,32.63,,26.07,,,
BLZ,Belize,3109,Entrepreneurial Intention,% of 18-64 population,,,,,,,,,,,,,,10.09,,42.87,,,
BLZ,Belize,3110,Know Startup Entrepreneur Rate,% of 18-64 population,,,,,,,,,,,,,,50.83,,,,,
BLZ,Belize,3111,Entrepreneurship as Desirable Career Choice,% of 18-64 population,,,,,,,,,,,,,,57.8,,65.6,,,
BLZ,Belize,3112,High Status Successful Entrepreneurship,% of 18-64 population,,,,,,,,,,,,,,55.46,,71.3,,,
BLZ,Belize,3113,Media Attention for Entrepreneurship,% of 18-64 population,,,,,,,,,,,,,,43.25,,,,,
BLZ,Belize,3114,Nascent Entrepreneurship Rate,% of 18-64 population,,,,,,,,,,,,,,4.25,,,,,
BLZ,Belize,3115,New Business Ownership Rate,% of 18-64 population,,,,,,,,,,,,,,3.02,,,,,
BLZ,Belize,3116,Total early-stage Entrepreneurial Activity (TEA),% of 18-64 population,,,,,,,,,,,,,,7.14,,28.83,,,
BLZ,Belize,3117,Established Business Ownership Rate,% of 18-64 population,,,,,,,,,,,,,,3.74,,5.3,,,
BLZ,Belize,3118,Necessity-Driven Entrepreneurial Activity: Relative Prevalence,% of those involved in TEA,,,,,,,,,,,,,,13.07,,,,,
BLZ,Belize,3119,Improvement-Driven Opportunity Entrepreneurial Activity: Relative Prevalence,% of those involved in TEA,,,,,,,,,,,,,,47.61,,,,,
BLZ,Belize,3120,Total early-stage Entrepreneurial Activity for Male Working Age Population,% of male 18-64 population ,,,,,,,,,,,,,,7.81,,,,,
BLZ,Belize,3121,Total early-stage Entrepreneurial Activity for Female Working Age Population,% of female 18-64 population,,,,,,,,,,,,,,6.45,,,,,
BLZ,Belize,3122,Informal Investors Rate,% of 18-64 population,,,,,,,,,,,,,,6.36,,,,,
BLZ,Belize,3123,Growth Expectation early-stage Entrepreneurial Activity: Relative Prevalence,% of TEA,,,,,,,,,,,,,,21.17,,,,,
BLZ,Belize,3124,New Product early-stage Entrepreneurial Activity,% of TEA,,,,,,,,,,,,,,30.67,,48.2,,,
BLZ,Belize,3125,International Orientation early-stage Entrepreneurial Activity,% of TEA,,,,,,,,,,,,,,20.69,,,,,
BOL,Bolivia,3106,Perceived Capabilities,% of 18-64 population,,,,,,,,76.16,,75.84,,,,73.11,,,,,
BOL,Bolivia,3107,Perceived Opportunities,% of 18-64 population,,,,,,,,54.02,,53.24,,,,57.67,,,,,
BOL,Bolivia,3108,Fear of Failure Rate,% of 18-64 population,,,,,,,,38.16,,28.35,,,,38.39,,,,,
BOL,Bolivia,3109,Entrepreneurial Intention,% of 18-64 population,,,,,,,,37.52,,49.27,,,,46.94,,,,,
BOL,Bolivia,3110,Know Startup Entrepreneur Rate,% of 18-64 population,,,,,,,,46.19,,50.38,,,,48.13,,,,,
BOL,Bolivia,3111,Entrepreneurship as Desirable Career Choice,% of 18-64 population,,,,,,,,80.78,,62.88,,,,70.26,,,,,
BOL,Bolivia,3112,High Status Successful Entrepreneurship,% of 18-64 population,,,,,,,,54.65,,66.59,,,,77,,,,,
BOL,Bolivia,3113,Media Attention for Entrepreneurship,% of 18-64 population,,,,,,,,60.17,,51.12,,,,76.5,,,,,
BOL,Bolivia,3114,Nascent Entrepreneurship Rate,% of 18-64 population,,,,,,,,17.39,,28.97,,,,21.51,,,,,
BOL,Bolivia,3115,New Business Ownership Rate,% of 18-64 population,,,,,,,,14.26,,13.82,,,,7.07,,,,,
BOL,Bolivia,3116,Total early-stage Entrepreneurial Activity (TEA),% of 18-64 population,,,,,,,,29.82,,38.6,,,,27.4,,,,,
BOL,Bolivia,3117,Established Business Ownership Rate,% of 18-64 population,,,,,,,,19.05,,18.23,,,,7.59,,,,,
BOL,Bolivia,3118,Necessity-Driven Entrepreneurial Activity: Relative Prevalence,% of those involved in TEA,,,,,,,,28.66,,16.83,,,,22.84,,,,,
BOL,Bolivia,3119,Improvement-Driven Opportunity Entrepreneurial Activity: Relative Prevalence,% of those involved in TEA,,,,,,,,45.52,,56.52,,,,51.7,,,,,
BOL,Bolivia,3120,Total early-stage Entrepreneurial Activity for Male Working Age Population,% of male 18-64 population ,,,,,,,,31.84,,40.89,,,,29.89,,,,,
BOL,Bolivia,3121,Total early-stage Entrepreneurial Activity for Female Working Age Population,% of female 18-64 population,,,,,,,,27.88,,36.46,,,,24.98,,,,,
BOL,Bolivia,3122,Informal Investors Rate,% of 18-64 population,,,,,,,,11.6,,14.27,,,,9.91,,,,,
BOL,Bolivia,3123,Growth Expectation early-stage Entrepreneurial Activity: Relative Prevalence,% of TEA,,,,,,,,14.93,,13.09,,,,20.4,,,,,
BOL,Bolivia,3124,New Product early-stage Entrepreneurial Activity,% of TEA,,,,,,,,36.38,,35.86,,,,67.9,,,,,
BOL,Bolivia,3125,International Orientation early-stage Entrepreneurial Activity,% of TEA,,,,,,,,7.84,,6.3,,,,5.15,,,,,
BRA,Brazil,3106,Perceived Capabilities,% of 18-64 population,54.28,54.97,50.83,55.66,50.23,53.6,53.65,53.12,52.85,57.94,52.78,53.94,52.62,49.96,58.27,53.57,55.89,54.27,61.99
BRA,Brazil,3107,Perceived Opportunities,% of 18-64 population,40.6,41.42,41.43,43.84,42.71,37.04,39.01,41.44,46.98,48.12,43.06,52.4,50.93,55.54,42.38,40.23,46.42,31.43,46.37
BRA,Brazil,3108,Fear of Failure Rate,% of 18-64 population,32.14,31.68,34.26,39.54,37.59,34.38,29.08,37.98,30.71,33.25,31.43,31.05,38.72,35.56,44.74,36.14,39.82,32.61,35.57
BRA,Brazil,3109,Entrepreneurial Intention,% of 18-64 population,,36.71,34.49,32.73,21.03,19.11,21.43,26.17,20.65,26.46,28.22,36.47,27.2,24.5,24.37,27.67,15.25,26.05,30.17
BRA,Brazil,3110,Know Startup Entrepreneur Rate,% of 18-64 population,37.32,40.15,33.98,37.45,42.09,40.44,34.36,47.89,38.87,43.41,39.38,33.63,37.96,37.71,51.67,,,,
BRA,Brazil,3111,Entrepreneurship as Desirable Career Choice,% of 18-64 population,,,78.02,79.45,76.15,63.4,82.33,67.56,80.97,77.99,86.33,89.04,84.62,,77.66,,,,75.25
BRA,Brazil,3112,High Status Successful Entrepreneurship,% of 18-64 population,,,78.21,74.88,76.37,68.1,79.34,75.2,80.16,78.95,86.33,86.04,82.21,,80.08,,,,72.25
BRA,Brazil,3113,Media Attention for Entrepreneurship,% of 18-64 population,,,76.14,71.2,69.8,64.49,75.53,78,76.76,81.15,81.98,86.17,84.07,,69.58,,,,
BRA,Brazil,3114,Nascent Entrepreneurship Rate,% of 18-64 population,7.35,5.69,6.52,4.98,3.29,3.5,4.29,2.93,5.78,5.94,4.09,4.48,5.12,3.66,6.7,,,,
BRA,Brazil,3115,New Business Ownership Rate,% of 18-64 population,4.17,8.4,6.94,8.86,8.17,8.62,8.72,9.29,9.75,11.68,11.04,11.3,12.61,13.79,14.9,,,,
BRA,Brazil,3116,Total early-stage Entrepreneurial Activity (TEA),% of 18-64 population,13.8,13.53,12.9,13.48,11.32,11.65,12.72,12.02,15.32,17.5,14.89,15.44,17.31,17.23,20.98,19.56,20.3,17.88,23.3
BRA,Brazil,3117,Established Business Ownership Rate,% of 18-64 population,3.79,7.76,7.62,10.11,10.11,12.09,9.94,14.59,11.84,15.26,12.23,15.19,15.44,17.51,18.89,16.9,16.5,20.25,16.16
BRA,Brazil,3118,Necessity-Driven Entrepreneurial Activity: Relative Prevalence,% of those involved in TEA,37.43,55.02,42.66,46.12,47.11,47.66,41.6,32.87,38.7,31.06,30.66,30.13,28.6,28.95,42.87,,,,
BRA,Brazil,3119,Improvement-Driven Opportunity Entrepreneurial Activity: Relative Prevalence,% of those involved in TEA,,,,,37.86,40,38.07,45.56,47.66,45.91,45.16,58.83,57.36,57.81,47.79,,,,
BRA,Brazil,3120,Total early-stage Entrepreneurial Activity for Male Working Age Population,% of male 18-64 population ,16.38,16.01,14.17,15.7,11.82,13.74,12.73,13.04,14.77,18.63,15.31,16.19,17.19,17.01,21.65,,,,
BRA,Brazil,3121,Total early-stage Entrepreneurial Activity for Female Working Age Population,% of female 18-64 population,10.17,11.14,11.66,11.31,10.83,9.61,12.71,11.02,15.85,16.43,14.49,14.73,17.42,17.45,20.33,,,,
BRA,Brazil,3122,Informal Investors Rate,% of 18-64 population,0.86,0.62,0.87,0.61,0.41,1.44,0.87,0.68,0.88,1.44,2.44,2.34,2.36,1.69,1.57,,,,
BRA,Brazil,3123,Growth Expectation early-stage Entrepreneurial Activity: Relative Prevalence,% of TEA,16.28,13.74,18.84,14.81,19.78,15.29,12.35,17.4,13.01,18.11,14.36,13.98,9.72,11.06,9.06,,,,
BRA,Brazil,3124,New Product early-stage Entrepreneurial Activity,% of TEA,,24.59,17.55,15.66,15.83,23.48,20.74,16.34,22.45,16.77,11.46,1.31,1.21,21.88,28.39,12.4,13.91,3.71,
BRA,Brazil,3125,International Orientation early-stage Entrepreneurial Activity,% of TEA,,,4.1,1.18,1.83,8.56,4.04,3.97,3,0,0.31,0.07,0.4,0.6,0,,,,
BRB,Barbados,3106,Perceived Capabilities,% of 18-64 population,,,,,,,,,,,66.41,69.86,74.5,63.51,75.03,,,,
BRB,Barbados,3107,Perceived Opportunities,% of 18-64 population,,,,,,,,,,,43.63,47.01,45.69,38.16,54.97,,,,
BRB,Barbados,3108,Fear of Failure Rate,% of 18-64 population,,,,,,,,,,,19.95,17.27,17.34,23.44,14.74,,,,
BRB,Barbados,3109,Entrepreneurial Intention,% of 18-64 population,,,,,,,,,,,13.2,22.99,18.38,11.48,21.61,,,,
BRB,Barbados,3110,Know Startup Entrepreneur Rate,% of 18-64 population,,,,,,,,,,,28.74,31.49,33.21,45.49,34.63,,,,
BRB,Barbados,3111,Entrepreneurship as Desirable Career Choice,% of 18-64 population,,,,,,,,,,,59.92,,67.95,57.61,69.55,,,,
BRB,Barbados,3112,High Status Successful Entrepreneurship,% of 18-64 population,,,,,,,,,,,63.93,,72.34,58.5,69.78,,,,
BRB,Barbados,3113,Media Attention for Entrepreneurship,% of 18-64 population,,,,,,,,,,,50.16,,62.46,46.3,61.64,,,,
BRB,Barbados,3114,Nascent Entrepreneurship Rate,% of 18-64 population,,,,,,,,,,,6.84,9.98,11.13,8.48,11.48,,,,
BRB,Barbados,3115,New Business Ownership Rate,% of 18-64 population,,,,,,,,,,,1.19,7.23,10.73,4.23,10.66,,,,
BRB,Barbados,3116,Total early-stage Entrepreneurial Activity (TEA),% of 18-64 population,,,,,,,,,,,8,17.12,21.67,12.71,21.05,,,,
BRB,Barbados,3117,Established Business Ownership Rate,% of 18-64 population,,,,,,,,,,,3.94,12.23,12.38,7.09,14.09,,,,
BRB,Barbados,3118,Necessity-Driven Entrepreneurial Activity: Relative Prevalence,% of those involved in TEA,,,,,,,,,,,6.77,12.42,12.92,14.56,15.23,,,,
BRB,Barbados,3119,Improvement-Driven Opportunity Entrepreneurial Activity: Relative Prevalence,% of those involved in TEA,,,,,,,,,,,60.19,62.68,47.79,53.13,56.45,,,,
BRB,Barbados,3120,Total early-stage Entrepreneurial Activity for Male Working Age Population,% of male 18-64 population ,,,,,,,,,,,10.67,18.24,23.85,14.33,22.42,,,,
BRB,Barbados,3121,Total early-stage Entrepreneurial Activity for Female Working Age Population,% of female 18-64 population,,,,,,,,,,,5.49,16.07,19.64,11.23,19.77,,,,
BRB,Barbados,3122,Informal Investors Rate,% of 18-64 population,,,,,,,,,,,6.36,5.47,5.88,5.22,5.73,,,,
BRB,Barbados,3123,Growth Expectation early-stage Entrepreneurial Activity: Relative Prevalence,% of TEA,,,,,,,,,,,16.47,16.73,14.51,13.59,13.21,,,,
BRB,Barbados,3124,New Product early-stage Entrepreneurial Activity,% of TEA,,,,,,,,,,,20.62,20.54,32.19,38.7,21.73,,,,
BRB,Barbados,3125,International Orientation early-stage Entrepreneurial Activity,% of TEA,,,,,,,,,,,5.83,15.34,19.42,30.22,9.17,,,,
BWA,Botswana,3106,Perceived Capabilities,% of 18-64 population,,,,,,,,,,,,70.59,67.44,67.14,74.11,,,,
BWA,Botswana,3107,Perceived Opportunities,% of 18-64 population,,,,,,,,,,,,66.7,65.9,57.16,57.81,,,,
BWA,Botswana,3108,Fear of Failure Rate,% of 18-64 population,,,,,,,,,,,,24.79,18.6,13.7,18.86,,,,
BWA,Botswana,3109,Entrepreneurial Intention,% of 18-64 population,,,,,,,,,,,,71.94,59.2,63.37,61.85,,,,
BWA,Botswana,3110,Know Startup Entrepreneur Rate,% of 18-64 population,,,,,,,,,,,,48.27,45.03,45.41,49.1,,,,
BWA,Botswana,3111,Entrepreneurship as Desirable Career Choice,% of 18-64 population,,,,,,,,,,,,76.12,80.73,69.94,70.12,,,,
BWA,Botswana,3112,High Status Successful Entrepreneurship,% of 18-64 population,,,,,,,,,,,,73.3,83.7,78.11,82.01,,,,
BWA,Botswana,3113,Media Attention for Entrepreneurship,% of 18-64 population,,,,,,,,,,,,79.43,85.57,74.55,76.21,,,,
BWA,Botswana,3114,Nascent Entrepreneurship Rate,% of 18-64 population,,,,,,,,,,,,17.04,11.01,23.13,23.01,,,,
BWA,Botswana,3115,New Business Ownership Rate,% of 18-64 population,,,,,,,,,,,,12.24,10.17,11.13,11.89,,,,
BWA,Botswana,3116,Total early-stage Entrepreneurial Activity (TEA),% of 18-64 population,,,,,,,,,,,,27.66,20.85,32.79,33.23,,,,
BWA,Botswana,3117,Established Business Ownership Rate,% of 18-64 population,,,,,,,,,,,,6.33,3.44,4.95,4.6,,,,
BWA,Botswana,3118,Necessity-Driven Entrepreneurial Activity: Relative Prevalence,% of those involved in TEA,,,,,,,,,,,,33.41,26.27,30.25,35.56,,,,
BWA,Botswana,3119,Improvement-Driven Opportunity Entrepreneurial Activity: Relative Prevalence,% of those involved in TEA,,,,,,,,,,,,47.97,52.01,54.71,50.06,,,,
BWA,Botswana,3120,Total early-stage Entrepreneurial Activity for Male Working Age Population,% of male 18-64 population ,,,,,,,,,,,,30,21.92,34.79,36.58,,,,
BWA,Botswana,3121,Total early-stage Entrepreneurial Activity for Female Working Age Population,% of female 18-64 population,,,,,,,,,,,,25.44,19.87,30.93,30.1,,,,
BWA,Botswana,3122,Informal Investors Rate,% of 18-64 population,,,,,,,,,,,,7.84,10.4,10.14,10.33,,,,
BWA,Botswana,3123,Growth Expectation early-stage Entrepreneurial Activity: Relative Prevalence,% of TEA,,,,,,,,,,,,35.21,33.1,35.94,34.17,,,,
BWA,Botswana,3124,New Product early-stage Entrepreneurial Activity,% of TEA,,,,,,,,,,,,33.9,32.85,39.71,30.94,,,,
BWA,Botswana,3125,International Orientation early-stage Entrepreneurial Activity,% of TEA,,,,,,,,,,,,11.69,11.9,9.6,6.18,,,,
CAN,Canada,3106,Perceived Capabilities,% of 18-64 population,53.03,56.69,55.49,54.94,53.78,53.22,,,,,,,48.45,48.98,50.49,54.07,55.59,55.86,56.8
CAN,Canada,3107,Perceived Opportunities,% of 18-64 population,34.54,35.47,36.22,44.79,47.77,44.74,,,,,,,57.35,55.52,53.19,58.97,60.23,62.98,67.08
CAN,Canada,3108,Fear of Failure Rate,% of 18-64 population,26.89,28.12,19.26,31.73,28.92,25.76,,,,,,,35.22,36.52,39.47,39.01,43.84,42.32,47.17
CAN,Canada,3109,Entrepreneurial Intention,% of 18-64 population,,6.88,7.52,8.06,9.73,6.26,,,,,,,13.53,11.96,11.64,14.04,14.13,14.45,11.86
CAN,Canada,3110,Know Startup Entrepreneur Rate,% of 18-64 population,33.58,36.01,38.16,34.11,36.04,30.6,,,,,,,27.96,30.89,31.6,,,,
CAN,Canada,3111,Entrepreneurship as Desirable Career Choice,% of 18-64 population,,,63.14,73.8,69.01,71.32,,,,,,,60.64,57.25,,65.5,65.61,64.13,69.21
CAN,Canada,3112,High Status Successful Entrepreneurship,% of 18-64 population,,,64.64,77.3,70.58,70.31,,,,,,,70.13,69.72,,73.5,73.96,74.09,79.9
CAN,Canada,3113,Media Attention for Entrepreneurship,% of 18-64 population,,,71.99,79.36,73.91,75.73,,,,,,,69.58,67.73,,,,,
CAN,Canada,3114,Nascent Entrepreneurship Rate,% of 18-64 population,6.58,6.53,5.42,5.99,6.51,4.07,,,,,,,7.79,7.93,9.74,,,,
CAN,Canada,3115,New Business Ownership Rate,% of 18-64 population,3.86,3.77,4.02,3.61,3.59,3.17,,,,,,,4.7,5.61,5.49,,,,
CAN,Canada,3116,Total early-stage Entrepreneurial Activity (TEA),% of 18-64 population,10.27,9.51,8.28,8.85,9.28,7.12,,,,,,,12.19,13.04,14.72,16.72,18.75,18.71,18.16
CAN,Canada,3117,Established Business Ownership Rate,% of 18-64 population,3.89,6.49,3.95,7.04,7.4,5.11,,,,,,,8.44,9.35,8.85,6.8,6.18,7.5,7.44
CAN,Canada,3118,Necessity-Driven Entrepreneurial Activity: Relative Prevalence,% of those involved in TEA,25.95,11.7,14.18,15.38,12.96,14.35,,,,,,,15.09,15.67,13.51,,,,
CAN,Canada,3119,Improvement-Driven Opportunity Entrepreneurial Activity: Relative Prevalence,% of those involved in TEA,,,,,66.53,69.19,,,,,,,66.89,63.34,55.92,,,,
CAN,Canada,3120,Total early-stage Entrepreneurial Activity for Male Working Age Population,% of male 18-64 population ,12.57,12.57,11.05,11.53,13.11,8.25,,,,,,,14.55,16.23,15.99,,,,
CAN,Canada,3121,Total early-stage Entrepreneurial Activity for Female Working Age Population,% of female 18-64 population,7.95,6.43,5.41,6.14,5.46,5.99,,,,,,,9.9,9.93,13.48,,,,
CAN,Canada,3122,Informal Investors Rate,% of 18-64 population,3.75,3.48,3.4,2.72,4.17,3.59,,,,,,,5.66,5.45,7.12,,,,
CAN,Canada,3123,Growth Expectation early-stage Entrepreneurial Activity: Relative Prevalence,% of TEA,16.45,26.82,25.42,29.06,41.48,21.8,,,,,,,33.66,31.33,29.12,,,,
CAN,Canada,3124,New Product early-stage Entrepreneurial Activity,% of TEA,,50.67,33.52,47.34,50.18,44.32,,,,,,,48,48.81,57.22,40.9,43.18,41.3,
CAN,Canada,3125,International Orientation early-stage Entrepreneurial Activity,% of TEA,,,22.31,25.74,25.72,13.92,,,,,,,14.26,19.8,27.93,,,,
CHE,Switzerland,3106,Perceived Capabilities,% of 18-64 population,,48.52,50.22,,51.19,,40.84,,48.94,43.85,42.45,37.34,44.72,41.59,44,43.26,42.09,36.26,49.15
